Date,D,CT,FT,IT
2015/7/3,75509,72.2,66.5,71.9
2015/7/3,70928,72.2,66.5,71.9
2015/7/3,67829,72.2,66.5,71.9
2015/7/3,65731,72.2,66.5,71.9
2015/7/3,64468,72.2,66.5,71.9
2015/7/3,64617,72.2,66.5,71.9
2015/7/3,65541,72.2,66.5,71.9
2015/7/3,66816,72.2,66.5,71.9
2015/7/3,70175,72.2,66.5,71.9
2015/7/3,75011,72.2,66.5,71.9
2015/7/3,79584,72.2,66.5,71.9
2015/7/3,83066,72.2,66.5,71.9
2015/7/3,85636,72.2,66.5,71.9
2015/7/3,87807,72.2,66.5,71.9
2015/7/3,89648,72.2,66.5,71.9
2015/7/3,90947,72.2,66.5,71.9
2015/7/3,91958,72.2,66.5,71.9
2015/7/3,92516,72.2,66.5,71.9
2015/7/3,92032,72.2,66.5,71.9
2015/7/3,89891,72.2,66.5,71.9
2015/7/3,86886,72.2,66.5,71.9
2015/7/3,85254,72.2,66.5,71.9
2015/7/3,83291,72.2,66.5,71.9
2015/7/3,78879,72.2,66.5,71.9
2015/7/4,73880,76,71.9,73.3
2015/7/4,69170,76,71.9,73.3
2015/7/4,65909,76,71.9,73.3
2015/7/4,63747,76,71.9,73.3
2015/7/4,62427,76,71.9,73.3
2015/7/4,61990,76,71.9,73.3
2015/7/4,61749,76,71.9,73.3
2015/7/4,61924,76,71.9,73.3
2015/7/4,65173,76,71.9,73.3
2015/7/4,70371,76,71.9,73.3
2015/7/4,75670,76,71.9,73.3
2015/7/4,80105,76,71.9,73.3
2015/7/4,83562,76,71.9,73.3
2015/7/4,85799,76,71.9,73.3
2015/7/4,87258,76,71.9,73.3
2015/7/4,88461,76,71.9,73.3
2015/7/4,89592,76,71.9,73.3
2015/7/4,90115,76,71.9,73.3
2015/7/4,89556,76,71.9,73.3
2015/7/4,87362,76,71.9,73.3
2015/7/4,84060,76,71.9,73.3
2015/7/4,81616,76,71.9,73.3
2015/7/4,79465,76,71.9,73.3
2015/7/4,76962,76,71.9,73.3
2015/7/5,73499,78.4,73.5,74.2
2015/7/5,69123,78.4,73.5,74.2
2015/7/5,65684,78.4,73.5,74.2
2015/7/5,63407,78.4,73.5,74.2
2015/7/5,62006,78.4,73.5,74.2
2015/7/5,61741,78.4,73.5,74.2
2015/7/5,61426,78.4,73.5,74.2
2015/7/5,61889,78.4,73.5,74.2
2015/7/5,65234,78.4,73.5,74.2
2015/7/5,70541,78.4,73.5,74.2
2015/7/5,76446,78.4,73.5,74.2
2015/7/5,81560,78.4,73.5,74.2
2015/7/5,86259,78.4,73.5,74.2
2015/7/5,90197,78.4,73.5,74.2
2015/7/5,93245,78.4,73.5,74.2
2015/7/5,95468,78.4,73.5,74.2
2015/7/5,97478,78.4,73.5,74.2
2015/7/5,98745,78.4,73.5,74.2
2015/7/5,98773,78.4,73.5,74.2
2015/7/5,97116,78.4,73.5,74.2
2015/7/5,94393,78.4,73.5,74.2
2015/7/5,93023,78.4,73.5,74.2
2015/7/5,90712,78.4,73.5,74.2
2015/7/5,84847,78.4,73.5,74.2
2015/7/10,80766,73.7,72.6,68.9
2015/7/10,75865,73.7,72.6,68.9
2015/7/10,72397,73.7,72.6,68.9
2015/7/10,70305,73.7,72.6,68.9
2015/7/10,69573,73.7,72.6,68.9
2015/7/10,70541,73.7,72.6,68.9
2015/7/10,73469,73.7,72.6,68.9
2015/7/10,77469,73.7,72.6,68.9
2015/7/10,82450,73.7,72.6,68.9
2015/7/10,87564,73.7,72.6,68.9
2015/7/10,92232,73.7,72.6,68.9
2015/7/10,96722,73.7,72.6,68.9
2015/7/10,100181,73.7,72.6,68.9
2015/7/10,103080,73.7,72.6,68.9
2015/7/10,105469,73.7,72.6,68.9
2015/7/10,106781,73.7,72.6,68.9
2015/7/10,107510,73.7,72.6,68.9
2015/7/10,107379,73.7,72.6,68.9
2015/7/10,106108,73.7,72.6,68.9
2015/7/10,103649,73.7,72.6,68.9
2015/7/10,99944,73.7,72.6,68.9
2015/7/10,97737,73.7,72.6,68.9
2015/7/10,95245,73.7,72.6,68.9
2015/7/10,88978,73.7,72.6,68.9
2015/7/11,82316,75,74.6,76
2015/7/11,76903,75,74.6,76
2015/7/11,72889,75,74.6,76
2015/7/11,70402,75,74.6,76
2015/7/11,68767,75,74.6,76
2015/7/11,68548,75,74.6,76
2015/7/11,68868,75,74.6,76
2015/7/11,70034,75,74.6,76
2015/7/11,74298,75,74.6,76
2015/7/11,80461,75,74.6,76
2015/7/11,86703,75,74.6,76
2015/7/11,92067,75,74.6,76
2015/7/11,96248,75,74.6,76
2015/7/11,99288,75,74.6,76
2015/7/11,101784,75,74.6,76
2015/7/11,103467,75,74.6,76
2015/7/11,104678,75,74.6,76
2015/7/11,105107,75,74.6,76
2015/7/11,104810,75,74.6,76
2015/7/11,103044,75,74.6,76
2015/7/11,100015,75,74.6,76
2015/7/11,97998,75,74.6,76
2015/7/11,95719,75,74.6,76
2015/7/11,89981,75,74.6,76
2015/7/12,83871,78,72.1,74.2
2015/7/12,78797,78,72.1,74.2
2015/7/12,74957,78,72.1,74.2
2015/7/12,72274,78,72.1,74.2
2015/7/12,70516,78,72.1,74.2
2015/7/12,69713,78,72.1,74.2
2015/7/12,69469,78,72.1,74.2
2015/7/12,69689,78,72.1,74.2
2015/7/12,73877,78,72.1,74.2
2015/7/12,80646,78,72.1,74.2
2015/7/12,87193,78,72.1,74.2
2015/7/12,93152,78,72.1,74.2
2015/7/12,98409,78,72.1,74.2
2015/7/12,102802,78,72.1,74.2
2015/7/12,106271,78,72.1,74.2
2015/7/12,108904,78,72.1,74.2
2015/7/12,111202,78,72.1,74.2
2015/7/12,112870,78,72.1,74.2
2015/7/12,113687,78,72.1,74.2
2015/7/12,112595,78,72.1,74.2
2015/7/12,109427,78,72.1,74.2
2015/7/12,107073,78,72.1,74.2
2015/7/12,104245,78,72.1,74.2
2015/7/12,97067,78,72.1,74.2
2015/7/17,88916,82.5,78.8,77.3
2015/7/17,83677,82.5,78.8,77.3
2015/7/17,79987,82.5,78.8,77.3
2015/7/17,77646,82.5,78.8,77.3
2015/7/17,76455,82.5,78.8,77.3
2015/7/17,77552,82.5,78.8,77.3
2015/7/17,81033,82.5,78.8,77.3
2015/7/17,85255,82.5,78.8,77.3
2015/7/17,91263,82.5,78.8,77.3
2015/7/17,97740,82.5,78.8,77.3
2015/7/17,104061,82.5,78.8,77.3
2015/7/17,109864,82.5,78.8,77.3
2015/7/17,114918,82.5,78.8,77.3
2015/7/17,118909,82.5,78.8,77.3
2015/7/17,122148,82.5,78.8,77.3
2015/7/17,124247,82.5,78.8,77.3
2015/7/17,124706,82.5,78.8,77.3
2015/7/17,124482,82.5,78.8,77.3
2015/7/17,123338,82.5,78.8,77.3
2015/7/17,120474,82.5,78.8,77.3
2015/7/17,116570,82.5,78.8,77.3
2015/7/17,113478,82.5,78.8,77.3
2015/7/17,109784,82.5,78.8,77.3
2015/7/17,102305,82.5,78.8,77.3
2015/7/18,94666,82.1,79,80.6
2015/7/18,88285,82.1,79,80.6
2015/7/18,83239,82.1,79,80.6
2015/7/18,79744,82.1,79,80.6
2015/7/18,77691,82.1,79,80.6
2015/7/18,76960,82.1,79,80.6
2015/7/18,77423,82.1,79,80.6
2015/7/18,78550,82.1,79,80.6
2015/7/18,83807,82.1,79,80.6
2015/7/18,91154,82.1,79,80.6
2015/7/18,98727,82.1,79,80.6
2015/7/18,105039,82.1,79,80.6
2015/7/18,109763,82.1,79,80.6
2015/7/18,112737,82.1,79,80.6
2015/7/18,114884,82.1,79,80.6
2015/7/18,116780,82.1,79,80.6
2015/7/18,118213,82.1,79,80.6
2015/7/18,118989,82.1,79,80.6
2015/7/18,118459,82.1,79,80.6
2015/7/18,116006,82.1,79,80.6
2015/7/18,112445,82.1,79,80.6
2015/7/18,109147,82.1,79,80.6
2015/7/18,105748,82.1,79,80.6
2015/7/18,99095,82.1,79,80.6
2015/7/19,92204,77.6,74.3,78.2
2015/7/19,86237,77.6,74.3,78.2
2015/7/19,81850,77.6,74.3,78.2
2015/7/19,78613,77.6,74.3,78.2
2015/7/19,76536,77.6,74.3,78.2
2015/7/19,75476,77.6,74.3,78.2
2015/7/19,74689,77.6,74.3,78.2
2015/7/19,75363,77.6,74.3,78.2
2015/7/19,79774,77.6,74.3,78.2
2015/7/19,86310,77.6,74.3,78.2
2015/7/19,92419,77.6,74.3,78.2
2015/7/19,97679,77.6,74.3,78.2
2015/7/19,101922,77.6,74.3,78.2
2015/7/19,105476,77.6,74.3,78.2
2015/7/19,108324,77.6,74.3,78.2
2015/7/19,110653,77.6,74.3,78.2
2015/7/19,112191,77.6,74.3,78.2
2015/7/19,113408,77.6,74.3,78.2
2015/7/19,113766,77.6,74.3,78.2
2015/7/19,112136,77.6,74.3,78.2
2015/7/19,108763,77.6,74.3,78.2
2015/7/19,106145,77.6,74.3,78.2
2015/7/19,102640,77.6,74.3,78.2
2015/7/19,95715,77.6,74.3,78.2
2015/7/24,90438,80.8,78.1,76.7
2015/7/24,84376,80.8,78.1,76.7
2015/7/24,80254,80.8,78.1,76.7
2015/7/24,77443,80.8,78.1,76.7
2015/7/24,75931,80.8,78.1,76.7
2015/7/24,76836,80.8,78.1,76.7
2015/7/24,79650,80.8,78.1,76.7
2015/7/24,83617,80.8,78.1,76.7
2015/7/24,89247,80.8,78.1,76.7
2015/7/24,95091,80.8,78.1,76.7
2015/7/24,101255,80.8,78.1,76.7
2015/7/24,106886,80.8,78.1,76.7
2015/7/24,111858,80.8,78.1,76.7
2015/7/24,116057,80.8,78.1,76.7
2015/7/24,119263,80.8,78.1,76.7
2015/7/24,121348,80.8,78.1,76.7
2015/7/24,122683,80.8,78.1,76.7
2015/7/24,123096,80.8,78.1,76.7
2015/7/24,121920,80.8,78.1,76.7
2015/7/24,118890,80.8,78.1,76.7
2015/7/24,114454,80.8,78.1,76.7
2015/7/24,111063,80.8,78.1,76.7
2015/7/24,106909,80.8,78.1,76.7
2015/7/24,99397,80.8,78.1,76.7
2015/7/25,91649,77.4,76.8,79.7
2015/7/25,85676,77.4,76.8,79.7
2015/7/25,81064,77.4,76.8,79.7
2015/7/25,77901,77.4,76.8,79.7
2015/7/25,75821,77.4,76.8,79.7
2015/7/25,75399,77.4,76.8,79.7
2015/7/25,75633,77.4,76.8,79.7
2015/7/25,76826,77.4,76.8,79.7
2015/7/25,81598,77.4,76.8,79.7
2015/7/25,88515,77.4,76.8,79.7
2015/7/25,95309,77.4,76.8,79.7
2015/7/25,100997,77.4,76.8,79.7
2015/7/25,106221,77.4,76.8,79.7
2015/7/25,110317,77.4,76.8,79.7
2015/7/25,113361,77.4,76.8,79.7
2015/7/25,115903,77.4,76.8,79.7
2015/7/25,117796,77.4,76.8,79.7
2015/7/25,118034,77.4,76.8,79.7
2015/7/25,116998,77.4,76.8,79.7
2015/7/25,113934,77.4,76.8,79.7
2015/7/25,109821,77.4,76.8,79.7
2015/7/25,106967,77.4,76.8,79.7
2015/7/25,103061,77.4,76.8,79.7
2015/7/25,96316,77.4,76.8,79.7
2015/7/26,89419,80.3,76.8,76.2
2015/7/26,83823,80.3,76.8,76.2
2015/7/26,79417,80.3,76.8,76.2
2015/7/26,76473,80.3,76.8,76.2
2015/7/26,74248,80.3,76.8,76.2
2015/7/26,73117,80.3,76.8,76.2
2015/7/26,72805,80.3,76.8,76.2
2015/7/26,73092,80.3,76.8,76.2
2015/7/26,77334,80.3,76.8,76.2
2015/7/26,84113,80.3,76.8,76.2
2015/7/26,90827,80.3,76.8,76.2
2015/7/26,96428,80.3,76.8,76.2
2015/7/26,101571,80.3,76.8,76.2
2015/7/26,106053,80.3,76.8,76.2
2015/7/26,109302,80.3,76.8,76.2
2015/7/26,111729,80.3,76.8,76.2
2015/7/26,113484,80.3,76.8,76.2
2015/7/26,114801,80.3,76.8,76.2
2015/7/26,114771,80.3,76.8,76.2
2015/7/26,113042,80.3,76.8,76.2
2015/7/26,109760,80.3,76.8,76.2
2015/7/26,107465,80.3,76.8,76.2
2015/7/26,104135,80.3,76.8,76.2
2015/7/26,96985,80.3,76.8,76.2
2015/7/31,88488,78.2,72.9,74.6
2015/7/31,82649,78.2,72.9,74.6
2015/7/31,78673,78.2,72.9,74.6
2015/7/31,75940,78.2,72.9,74.6
2015/7/31,74677,78.2,72.9,74.6
2015/7/31,75350,78.2,72.9,74.6
2015/7/31,78390,78.2,72.9,74.6
2015/7/31,82480,78.2,72.9,74.6
2015/7/31,88112,78.2,72.9,74.6
2015/7/31,94215,78.2,72.9,74.6
2015/7/31,100166,78.2,72.9,74.6
2015/7/31,105324,78.2,72.9,74.6
2015/7/31,109882,78.2,72.9,74.6
2015/7/31,113589,78.2,72.9,74.6
2015/7/31,116757,78.2,72.9,74.6
2015/7/31,118562,78.2,72.9,74.6
2015/7/31,119724,78.2,72.9,74.6
2015/7/31,119764,78.2,72.9,74.6
2015/7/31,118402,78.2,72.9,74.6
2015/7/31,114785,78.2,72.9,74.6
2015/7/31,109177,78.2,72.9,74.6
2015/7/31,105352,78.2,72.9,74.6
2015/7/31,100805,78.2,72.9,74.6
2015/7/31,93272,78.2,72.9,74.6
2015/8/1,85811,82.5,74.9,75
2015/8/1,79913,82.5,74.9,75
2015/8/1,75543,82.5,74.9,75
2015/8/1,72434,82.5,74.9,75
2015/8/1,70574,82.5,74.9,75
2015/8/1,69901,82.5,74.9,75
2015/8/1,70271,82.5,74.9,75
2015/8/1,70930,82.5,74.9,75
2015/8/1,75304,82.5,74.9,75
2015/8/1,81939,82.5,74.9,75
2015/8/1,88187,82.5,74.9,75
2015/8/1,93598,82.5,74.9,75
2015/8/1,98157,82.5,74.9,75
2015/8/1,101740,82.5,74.9,75
2015/8/1,104693,82.5,74.9,75
2015/8/1,107246,82.5,74.9,75
2015/8/1,109141,82.5,74.9,75
2015/8/1,110585,82.5,74.9,75
2015/8/1,110471,82.5,74.9,75
2015/8/1,108133,82.5,74.9,75
2015/8/1,103928,82.5,74.9,75
2015/8/1,100950,82.5,74.9,75
2015/8/1,96882,82.5,74.9,75
2015/8/1,89951,82.5,74.9,75
2015/8/2,83389,77.8,70.8,79.5
2015/8/2,78086,77.8,70.8,79.5
2015/8/2,74317,77.8,70.8,79.5
2015/8/2,71502,77.8,70.8,79.5
2015/8/2,69780,77.8,70.8,79.5
2015/8/2,68797,77.8,70.8,79.5
2015/8/2,68781,77.8,70.8,79.5
2015/8/2,68952,77.8,70.8,79.5
2015/8/2,73452,77.8,70.8,79.5
2015/8/2,80574,77.8,70.8,79.5
2015/8/2,88224,77.8,70.8,79.5
2015/8/2,95069,77.8,70.8,79.5
2015/8/2,101378,77.8,70.8,79.5
2015/8/2,106928,77.8,70.8,79.5
2015/8/2,110827,77.8,70.8,79.5
2015/8/2,113876,77.8,70.8,79.5
2015/8/2,116219,77.8,70.8,79.5
2015/8/2,117607,77.8,70.8,79.5
2015/8/2,117593,77.8,70.8,79.5
2015/8/2,115124,77.8,70.8,79.5
2015/8/2,110950,77.8,70.8,79.5
2015/8/2,107833,77.8,70.8,79.5
2015/8/2,102249,77.8,70.8,79.5
2015/8/2,94032,77.8,70.8,79.5
2015/8/7,85478,78.1,70.5,73.9
2015/8/7,80330,78.1,70.5,73.9
2015/8/7,76937,78.1,70.5,73.9
2015/8/7,74581,78.1,70.5,73.9
2015/8/7,73494,78.1,70.5,73.9
2015/8/7,74595,78.1,70.5,73.9
2015/8/7,78212,78.1,70.5,73.9
2015/8/7,82029,78.1,70.5,73.9
2015/8/7,86322,78.1,70.5,73.9
2015/8/7,91034,78.1,70.5,73.9
2015/8/7,95641,78.1,70.5,73.9
2015/8/7,99997,78.1,70.5,73.9
2015/8/7,103874,78.1,70.5,73.9
2015/8/7,107424,78.1,70.5,73.9
2015/8/7,110700,78.1,70.5,73.9
2015/8/7,112830,78.1,70.5,73.9
2015/8/7,113924,78.1,70.5,73.9
2015/8/7,114277,78.1,70.5,73.9
2015/8/7,113019,78.1,70.5,73.9
2015/8/7,110166,78.1,70.5,73.9
2015/8/7,106195,78.1,70.5,73.9
2015/8/7,104552,78.1,70.5,73.9
2015/8/7,100245,78.1,70.5,73.9
2015/8/7,93292,78.1,70.5,73.9
2015/8/8,86621,74.6,73.4,75.1
2015/8/8,81318,74.6,73.4,75.1
2015/8/8,77533,74.6,73.4,75.1
2015/8/8,74897,74.6,73.4,75.1
2015/8/8,73160,74.6,73.4,75.1
2015/8/8,72895,74.6,73.4,75.1
2015/8/8,73688,74.6,73.4,75.1
2015/8/8,74396,74.6,73.4,75.1
2015/8/8,77508,74.6,73.4,75.1
2015/8/8,83072,74.6,73.4,75.1
2015/8/8,88757,74.6,73.4,75.1
2015/8/8,93713,74.6,73.4,75.1
2015/8/8,97673,74.6,73.4,75.1
2015/8/8,100839,74.6,73.4,75.1
2015/8/8,103047,74.6,73.4,75.1
2015/8/8,104471,74.6,73.4,75.1
2015/8/8,105833,74.6,73.4,75.1
2015/8/8,106649,74.6,73.4,75.1
2015/8/8,106228,74.6,73.4,75.1
2015/8/8,103885,74.6,73.4,75.1
2015/8/8,100934,74.6,73.4,75.1
2015/8/8,100216,74.6,73.4,75.1
2015/8/8,96480,74.6,73.4,75.1
2015/8/8,90408,74.6,73.4,75.1
2015/8/9,84459,77.8,73.2,77.3
2015/8/9,79429,77.8,73.2,77.3
2015/8/9,76075,77.8,73.2,77.3
2015/8/9,73549,77.8,73.2,77.3
2015/8/9,71888,77.8,73.2,77.3
2015/8/9,70916,77.8,73.2,77.3
2015/8/9,71038,77.8,73.2,77.3
2015/8/9,71524,77.8,73.2,77.3
2015/8/9,74610,77.8,73.2,77.3
2015/8/9,80246,77.8,73.2,77.3
2015/8/9,85778,77.8,73.2,77.3
2015/8/9,90667,77.8,73.2,77.3
2015/8/9,95256,77.8,73.2,77.3
2015/8/9,99608,77.8,73.2,77.3
2015/8/9,102915,77.8,73.2,77.3
2015/8/9,105247,77.8,73.2,77.3
2015/8/9,107365,77.8,73.2,77.3
2015/8/9,109000,77.8,73.2,77.3
2015/8/9,109323,77.8,73.2,77.3
2015/8/9,107908,77.8,73.2,77.3
2015/8/9,105606,77.8,73.2,77.3
2015/8/9,104601,77.8,73.2,77.3
2015/8/9,100439,77.8,73.2,77.3
2015/8/9,93816,77.8,73.2,77.3
2015/8/14,88651,78,72.5,75.3
2015/8/14,83049,78,72.5,75.3
2015/8/14,79259,78,72.5,75.3
2015/8/14,76571,78,72.5,75.3
2015/8/14,75254,78,72.5,75.3
2015/8/14,76283,78,72.5,75.3
2015/8/14,80449,78,72.5,75.3
2015/8/14,84925,78,72.5,75.3
2015/8/14,89154,78,72.5,75.3
2015/8/14,94244,78,72.5,75.3
2015/8/14,99842,78,72.5,75.3
2015/8/14,105089,78,72.5,75.3
2015/8/14,110437,78,72.5,75.3
2015/8/14,114982,78,72.5,75.3
2015/8/14,118717,78,72.5,75.3
2015/8/14,121412,78,72.5,75.3
2015/8/14,123072,78,72.5,75.3
2015/8/14,122815,78,72.5,75.3
2015/8/14,120697,78,72.5,75.3
2015/8/14,116573,78,72.5,75.3
2015/8/14,111665,78,72.5,75.3
2015/8/14,108649,78,72.5,75.3
2015/8/14,103202,78,72.5,75.3
2015/8/14,95461,78,72.5,75.3
2015/8/15,87939,80.7,78.6,74.6
2015/8/15,82069,80.7,78.6,74.6
2015/8/15,77831,80.7,78.6,74.6
2015/8/15,74595,80.7,78.6,74.6
2015/8/15,72627,80.7,78.6,74.6
2015/8/15,72110,80.7,78.6,74.6
2015/8/15,73000,80.7,78.6,74.6
2015/8/15,73724,80.7,78.6,74.6
2015/8/15,77809,80.7,78.6,74.6
2015/8/15,84816,80.7,78.6,74.6
2015/8/15,92047,80.7,78.6,74.6
2015/8/15,98881,80.7,78.6,74.6
2015/8/15,104400,80.7,78.6,74.6
2015/8/15,108595,80.7,78.6,74.6
2015/8/15,111842,80.7,78.6,74.6
2015/8/15,114239,80.7,78.6,74.6
2015/8/15,116003,80.7,78.6,74.6
2015/8/15,116725,80.7,78.6,74.6
2015/8/15,115696,80.7,78.6,74.6
2015/8/15,112204,80.7,78.6,74.6
2015/8/15,107712,80.7,78.6,74.6
2015/8/15,105498,80.7,78.6,74.6
2015/8/15,100711,80.7,78.6,74.6
2015/8/15,93497,80.7,78.6,74.6
2015/8/16,86426,81.2,80.6,73.6
2015/8/16,80648,81.2,80.6,73.6
2015/8/16,76731,81.2,80.6,73.6
2015/8/16,73620,81.2,80.6,73.6
2015/8/16,71772,81.2,80.6,73.6
2015/8/16,71013,81.2,80.6,73.6
2015/8/16,71276,81.2,80.6,73.6
2015/8/16,71444,81.2,80.6,73.6
2015/8/16,75439,81.2,80.6,73.6
2015/8/16,82482,81.2,80.6,73.6
2015/8/16,89606,81.2,80.6,73.6
2015/8/16,96211,81.2,80.6,73.6
2015/8/16,101771,81.2,80.6,73.6
2015/8/16,106132,81.2,80.6,73.6
2015/8/16,109181,81.2,80.6,73.6
2015/8/16,111186,81.2,80.6,73.6
2015/8/16,112553,81.2,80.6,73.6
2015/8/16,113388,81.2,80.6,73.6
2015/8/16,112821,81.2,80.6,73.6
2015/8/16,110400,81.2,80.6,73.6
2015/8/16,107364,81.2,80.6,73.6
2015/8/16,105854,81.2,80.6,73.6
2015/8/16,100648,81.2,80.6,73.6
2015/8/16,93390,81.2,80.6,73.6
2015/8/21,75572,75.3,69.4,70.8
2015/8/21,71428,75.3,69.4,70.8
2015/8/21,68883,75.3,69.4,70.8
2015/8/21,67343,75.3,69.4,70.8
2015/8/21,66874,75.3,69.4,70.8
2015/8/21,68274,75.3,69.4,70.8
2015/8/21,72393,75.3,69.4,70.8
2015/8/21,76743,75.3,69.4,70.8
2015/8/21,80303,75.3,69.4,70.8
2015/8/21,84303,75.3,69.4,70.8
2015/8/21,87976,75.3,69.4,70.8
2015/8/21,91286,75.3,69.4,70.8
2015/8/21,93851,75.3,69.4,70.8
2015/8/21,96453,75.3,69.4,70.8
2015/8/21,98515,75.3,69.4,70.8
2015/8/21,99730,75.3,69.4,70.8
2015/8/21,100425,75.3,69.4,70.8
2015/8/21,100471,75.3,69.4,70.8
2015/8/21,99248,75.3,69.4,70.8
2015/8/21,96315,75.3,69.4,70.8
2015/8/21,93303,75.3,69.4,70.8
2015/8/21,92713,75.3,69.4,70.8
2015/8/21,88657,75.3,69.4,70.8
2015/8/21,82677,75.3,69.4,70.8
2015/8/22,77030,74.1,70,73.8
2015/8/22,72496,74.1,70,73.8
2015/8/22,69318,74.1,70,73.8
2015/8/22,67187,74.1,70,73.8
2015/8/22,66154,74.1,70,73.8
2015/8/22,66311,74.1,70,73.8
2015/8/22,67322,74.1,70,73.8
2015/8/22,68427,74.1,70,73.8
2015/8/22,71491,74.1,70,73.8
2015/8/22,76594,74.1,70,73.8
2015/8/22,81563,74.1,70,73.8
2015/8/22,85530,74.1,70,73.8
2015/8/22,88886,74.1,70,73.8
2015/8/22,91552,74.1,70,73.8
2015/8/22,93569,74.1,70,73.8
2015/8/22,94755,74.1,70,73.8
2015/8/22,95601,74.1,70,73.8
2015/8/22,95718,74.1,70,73.8
2015/8/22,94883,74.1,70,73.8
2015/8/22,92316,74.1,70,73.8
2015/8/22,90212,74.1,70,73.8
2015/8/22,89726,74.1,70,73.8
2015/8/22,85782,74.1,70,73.8
2015/8/22,80381,74.1,70,73.8
2015/8/23,75233,67.4,65.3,66.7
2015/8/23,71120,67.4,65.3,66.7
2015/8/23,67978,67.4,65.3,66.7
2015/8/23,66182,67.4,65.3,66.7
2015/8/23,65026,67.4,65.3,66.7
2015/8/23,64661,67.4,65.3,66.7
2015/8/23,65131,67.4,65.3,66.7
2015/8/23,65765,67.4,65.3,66.7
2015/8/23,68585,67.4,65.3,66.7
2015/8/23,73673,67.4,65.3,66.7
2015/8/23,78685,67.4,65.3,66.7
2015/8/23,82630,67.4,65.3,66.7
2015/8/23,86030,67.4,65.3,66.7
2015/8/23,88881,67.4,65.3,66.7
2015/8/23,91413,67.4,65.3,66.7
2015/8/23,93239,67.4,65.3,66.7
2015/8/23,94646,67.4,65.3,66.7
2015/8/23,95675,67.4,65.3,66.7
2015/8/23,95854,67.4,65.3,66.7
2015/8/23,94002,67.4,65.3,66.7
2015/8/23,92133,67.4,65.3,66.7
2015/8/23,91564,67.4,65.3,66.7
2015/8/23,86885,67.4,65.3,66.7
2015/8/23,80543,67.4,65.3,66.7
2015/8/28,74989,70.8,68.7,71.9
2015/8/28,70627,70.8,68.7,71.9
2015/8/28,68039,70.8,68.7,71.9
2015/8/28,66317,70.8,68.7,71.9
2015/8/28,65976,70.8,68.7,71.9
2015/8/28,67133,70.8,68.7,71.9
2015/8/28,71537,70.8,68.7,71.9
2015/8/28,76126,70.8,68.7,71.9
2015/8/28,79347,70.8,68.7,71.9
2015/8/28,82467,70.8,68.7,71.9
2015/8/28,85708,70.8,68.7,71.9
2015/8/28,89116,70.8,68.7,71.9
2015/8/28,92168,70.8,68.7,71.9
2015/8/28,94615,70.8,68.7,71.9
2015/8/28,97029,70.8,68.7,71.9
2015/8/28,98634,70.8,68.7,71.9
2015/8/28,99355,70.8,68.7,71.9
2015/8/28,98830,70.8,68.7,71.9
2015/8/28,97450,70.8,68.7,71.9
2015/8/28,94549,70.8,68.7,71.9
2015/8/28,92664,70.8,68.7,71.9
2015/8/28,91500,70.8,68.7,71.9
2015/8/28,87148,70.8,68.7,71.9
2015/8/28,81545,70.8,68.7,71.9
2015/8/29,76023,71,72.4,76.5
2015/8/29,71781,71,72.4,76.5
2015/8/29,68886,71,72.4,76.5
2015/8/29,66949,71,72.4,76.5
2015/8/29,65830,71,72.4,76.5
2015/8/29,65816,71,72.4,76.5
2015/8/29,67187,71,72.4,76.5
2015/8/29,68652,71,72.4,76.5
2015/8/29,70993,71,72.4,76.5
2015/8/29,75596,71,72.4,76.5
2015/8/29,80441,71,72.4,76.5
2015/8/29,84331,71,72.4,76.5
2015/8/29,87403,71,72.4,76.5
2015/8/29,89818,71,72.4,76.5
2015/8/29,91562,71,72.4,76.5
2015/8/29,92926,71,72.4,76.5
2015/8/29,93731,71,72.4,76.5
2015/8/29,94264,71,72.4,76.5
2015/8/29,93978,71,72.4,76.5
2015/8/29,92232,71,72.4,76.5
2015/8/29,91128,71,72.4,76.5
2015/8/29,90306,71,72.4,76.5
2015/8/29,86472,71,72.4,76.5
2015/8/29,81117,71,72.4,76.5
2015/8/30,76028,74.8,70.4,75.8
2015/8/30,71726,74.8,70.4,75.8
2015/8/30,68620,74.8,70.4,75.8
2015/8/30,66619,74.8,70.4,75.8
2015/8/30,65454,74.8,70.4,75.8
2015/8/30,65027,74.8,70.4,75.8
2015/8/30,65632,74.8,70.4,75.8
2015/8/30,66395,74.8,70.4,75.8
2015/8/30,68986,74.8,70.4,75.8
2015/8/30,74031,74.8,70.4,75.8
2015/8/30,79094,74.8,70.4,75.8
2015/8/30,83932,74.8,70.4,75.8
2015/8/30,88382,74.8,70.4,75.8
2015/8/30,92511,74.8,70.4,75.8
2015/8/30,95949,74.8,70.4,75.8
2015/8/30,98365,74.8,70.4,75.8
2015/8/30,100302,74.8,70.4,75.8
2015/8/30,101928,74.8,70.4,75.8
2015/8/30,102175,74.8,70.4,75.8
2015/8/30,100470,74.8,70.4,75.8
2015/8/30,99068,74.8,70.4,75.8
2015/8/30,97993,74.8,70.4,75.8
2015/8/30,92449,74.8,70.4,75.8
2015/8/30,85382,74.8,70.4,75.8
2015/9/4,89763,76.9,76.2,76.7
2015/9/4,83836,76.9,76.2,76.7
2015/9/4,79982,76.9,76.2,76.7
2015/9/4,77391,76.9,76.2,76.7
2015/9/4,76210,76.9,76.2,76.7
2015/9/4,77152,76.9,76.2,76.7
2015/9/4,81315,76.9,76.2,76.7
