,mape
2010-11-06,3.2429566534373406
2010-11-07,3.1144154035487692
2010-11-13,2.951193718645383
2010-11-14,4.137641557391806
2010-11-20,4.438748503768506
2010-11-21,2.909443204469271
2010-11-27,1.8772690212473842
2010-11-28,3.677241978817155
