date,hour,temp,load
2006-01-06,0.0,20.4,7536.123329999999
2006-01-06,0.5,20.2,7351.495
2006-01-06,1.0,20.0,7075.27167
2006-01-06,1.5,19.85,6745.605
2006-01-06,2.0,19.7,6373.425
2006-01-06,2.5,19.55,6193.19333
2006-01-06,3.0,19.4,6100.96833
2006-01-06,3.5,19.45,6103.505
2006-01-06,4.0,19.5,6135.67
2006-01-06,4.5,19.75,6273.98667
2006-01-06,5.0,20.0,6468.90667
2006-01-06,5.5,20.35,6869.505
2006-01-06,6.0,20.7,7231.0816700000005
2006-01-06,6.5,21.45,7570.15667
2006-01-06,7.0,22.2,7925.63667
2006-01-06,7.5,22.55,8362.99667
2006-01-06,8.0,22.9,8703.20833
2006-01-06,8.5,23.2,9049.52
2006-01-06,9.0,23.5,9208.065
2006-01-06,9.5,24.2,9353.45167
2006-01-06,10.0,24.9,9393.59667
2006-01-06,10.5,24.65,9349.065
2006-01-06,11.0,24.4,9449.09667
2006-01-06,11.5,25.0,9434.12167
2006-01-06,12.0,25.6,9479.70667
2006-01-06,12.5,25.45,9507.17167
2006-01-06,13.0,25.3,9518.45833
2006-01-06,13.5,25.6,9541.348329999999
2006-01-06,14.0,25.9,9589.825
2006-01-06,14.5,25.7,9611.14
2006-01-06,15.0,25.5,9612.58667
2006-01-06,15.5,25.5,9673.71
2006-01-06,16.0,25.5,9618.33
2006-01-06,16.5,25.3,9555.03
2006-01-06,17.0,25.1,9404.53667
2006-01-06,17.5,24.4,9104.795
2006-01-06,18.0,23.7,8928.026670000001
2006-01-06,18.5,22.9,8689.27
2006-01-06,19.0,22.1,8530.553329999999
2006-01-06,19.5,21.25,8474.36333
2006-01-06,20.0,20.4,8452.73833
2006-01-06,20.5,20.65,8276.66167
2006-01-06,21.0,20.9,8018.165
2006-01-06,21.5,21.3,8142.41167
2006-01-06,22.0,21.7,8091.98
2006-01-06,22.5,21.7,8142.59667
2006-01-06,23.0,21.7,7995.39167
2006-01-06,23.5,21.7,7819.59
2006-01-07,0.0,21.7,7619.9
2006-01-07,0.5,21.6,7390.98
2006-01-07,1.0,21.5,7084.75833
2006-01-07,1.5,21.4,6742.413329999999
2006-01-07,2.0,21.3,6433.325
2006-01-07,2.5,21.5,6251.47333
2006-01-07,3.0,21.7,6110.9
2006-01-07,3.5,21.65,6035.61167
2006-01-07,4.0,21.6,5979.966670000001
2006-01-07,4.5,21.5,6094.5416700000005
2006-01-07,5.0,21.4,6165.06833
2006-01-07,5.5,21.6,6216.08833
2006-01-07,6.0,21.8,6366.43333
2006-01-07,6.5,22.25,6640.7066700000005
2006-01-07,7.0,22.7,7005.09
2006-01-07,7.5,23.05,7439.02333
2006-01-07,8.0,23.4,7846.22333
2006-01-07,8.5,24.0,8219.12667
2006-01-07,9.0,24.6,8341.635
2006-01-07,9.5,25.05,8530.063329999999
2006-01-07,10.0,25.5,8541.365
2006-01-07,10.5,25.75,8539.335
2006-01-07,11.0,26.0,8508.52833
2006-01-07,11.5,26.25,8447.73667
2006-01-07,12.0,26.5,8441.688329999999
2006-01-07,12.5,26.3,8412.95167
2006-01-07,13.0,26.1,8361.135
2006-01-07,13.5,25.8,8283.93
2006-01-07,14.0,25.5,8215.245
2006-01-07,14.5,25.75,8203.15
2006-01-07,15.0,26.0,8249.59
2006-01-07,15.5,25.55,8274.58333
2006-01-07,16.0,25.1,8309.725
2006-01-07,16.5,24.85,8155.98833
2006-01-07,17.0,24.6,8190.38333
2006-01-07,17.5,24.25,8149.09333
2006-01-07,18.0,23.9,8094.035
2006-01-07,18.5,23.6,8024.533329999999
2006-01-07,19.0,23.3,7856.85667
2006-01-07,19.5,23.2,7899.585
2006-01-07,20.0,23.1,8134.78
2006-01-07,20.5,22.95,7995.06
2006-01-07,21.0,22.8,7925.40333
2006-01-07,21.5,22.65,7820.63
2006-01-07,22.0,22.5,7730.66
2006-01-07,22.5,22.35,7744.665
2006-01-07,23.0,22.2,7489.538329999999
2006-01-07,23.5,21.95,7282.68833
2006-01-08,0.0,21.7,7075.85167
2006-01-08,0.5,21.55,6886.97
2006-01-08,1.0,21.4,6658.7083299999995
2006-01-08,1.5,21.4,6384.72
2006-01-08,2.0,21.4,6129.59833
2006-01-08,2.5,21.35,6047.925
2006-01-08,3.0,21.3,5925.18167
2006-01-08,3.5,21.15,5897.14
2006-01-08,4.0,21.0,5841.69333
2006-01-08,4.5,20.95,5892.836670000001
2006-01-08,5.0,20.9,5884.89167
2006-01-08,5.5,21.2,6000.27667
2006-01-08,6.0,21.5,6098.82667
2006-01-08,6.5,21.85,6305.275
2006-01-08,7.0,22.2,6651.26667
2006-01-08,7.5,22.7,6960.22667
2006-01-08,8.0,23.2,7359.755
2006-01-08,8.5,23.55,7672.97833
2006-01-08,9.0,23.9,7885.538329999999
2006-01-08,9.5,24.85,8180.591670000001
2006-01-08,10.0,25.8,8207.2
2006-01-08,10.5,26.15,8314.553329999999
2006-01-08,11.0,26.5,8315.545
2006-01-08,11.5,27.1,8479.37833
2006-01-08,12.0,27.7,8396.08
2006-01-08,12.5,27.5,8425.475
2006-01-08,13.0,27.3,8376.13167
2006-01-08,13.5,27.7,8362.39
2006-01-08,14.0,28.1,8414.84
2006-01-08,14.5,27.9,8427.64167
2006-01-08,15.0,27.7,8471.811670000001
2006-01-08,15.5,26.65,8488.78167
2006-01-08,16.0,25.6,8470.813329999999
2006-01-08,16.5,25.6,8375.91
2006-01-08,17.0,25.6,8446.94333
2006-01-08,17.5,25.25,8441.776670000001
2006-01-08,18.0,24.9,8427.52
2006-01-08,18.5,24.5,8326.58833
2006-01-08,19.0,24.1,8305.4
2006-01-08,19.5,23.95,8293.49833
2006-01-08,20.0,23.8,8504.99667
2006-01-08,20.5,23.8,8269.035
2006-01-08,21.0,23.8,8039.49
2006-01-08,21.5,23.65,7934.64167
2006-01-08,22.0,23.5,7760.47667
2006-01-08,22.5,23.4,7768.79
2006-01-08,23.0,23.3,7495.17333
2006-01-08,23.5,23.2,7251.59833
2006-01-13,0.0,22.3,8104.873329999999
2006-01-13,0.5,21.95,7881.27
2006-01-13,1.0,21.6,7559.355
2006-01-13,1.5,21.35,7240.975
2006-01-13,2.0,21.1,6826.038329999999
2006-01-13,2.5,21.0,6722.243329999999
2006-01-13,3.0,20.9,6593.006670000001
2006-01-13,3.5,20.85,6581.405
2006-01-13,4.0,20.8,6617.17333
2006-01-13,4.5,20.75,6853.485
2006-01-13,5.0,20.7,7103.698329999999
2006-01-13,5.5,20.75,7571.07
2006-01-13,6.0,20.8,8042.76167
2006-01-13,6.5,21.0,8533.40667
2006-01-13,7.0,21.2,9018.78
2006-01-13,7.5,21.7,9435.81667
2006-01-13,8.0,22.2,9753.085
2006-01-13,8.5,23.3,9995.405
2006-01-13,9.0,24.4,10158.946670000001
2006-01-13,9.5,25.6,10234.66833
2006-01-13,10.0,26.8,10301.34
2006-01-13,10.5,27.25,10256.765
2006-01-13,11.0,27.7,10248.72167
2006-01-13,11.5,27.85,10108.365
2006-01-13,12.0,28.0,10101.09333
2006-01-13,12.5,27.35,10160.4
2006-01-13,13.0,26.7,10142.70833
2006-01-13,13.5,27.3,10081.565
2006-01-13,14.0,27.9,10055.03167
2006-01-13,14.5,28.0,10025.45
2006-01-13,15.0,28.1,9973.00667
2006-01-13,15.5,27.65,9977.00833
2006-01-13,16.0,27.2,9917.12833
2006-01-13,16.5,27.4,9817.52
2006-01-13,17.0,27.6,9681.22833
2006-01-13,17.5,27.55,9395.62
2006-01-13,18.0,27.5,9248.5
2006-01-13,18.5,26.6,9046.13167
2006-01-13,19.0,25.7,8951.651670000001
2006-01-13,19.5,25.15,8939.34667
2006-01-13,20.0,24.6,8894.27833
2006-01-13,20.5,24.0,8680.17167
2006-01-13,21.0,23.4,8458.415
2006-01-13,21.5,23.1,8583.37333
2006-01-13,22.0,22.8,8159.505
2006-01-13,22.5,22.5,8346.03333
2006-01-13,23.0,22.2,8319.69833
2006-01-13,23.5,22.0,8117.8333299999995
2006-01-14,0.0,21.8,7871.83
2006-01-14,0.5,21.85,7628.163329999999
2006-01-14,1.0,21.9,7315.9
2006-01-14,1.5,21.85,6970.538329999999
2006-01-14,2.0,21.8,6673.77833
2006-01-14,2.5,21.8,6476.905
2006-01-14,3.0,21.8,6348.48333
2006-01-14,3.5,21.75,6256.08833
2006-01-14,4.0,21.7,6292.35333
2006-01-14,4.5,21.65,6357.12833
2006-01-14,5.0,21.6,6430.63833
2006-01-14,5.5,21.6,6561.9
2006-01-14,6.0,21.6,6742.74167
2006-01-14,6.5,21.75,7042.645
2006-01-14,7.0,21.9,7403.448329999999
2006-01-14,7.5,22.1,7870.493329999999
2006-01-14,8.0,22.3,8244.20333
2006-01-14,8.5,22.5,8753.43167
2006-01-14,9.0,22.7,8925.34333
2006-01-14,9.5,22.85,9171.755
2006-01-14,10.0,23.0,9260.625
2006-01-14,10.5,23.15,9353.99333
2006-01-14,11.0,23.3,9463.53333
2006-01-14,11.5,23.5,9474.88333
2006-01-14,12.0,23.7,9692.045
2006-01-14,12.5,23.95,9841.965
2006-01-14,13.0,24.2,9945.71667
2006-01-14,13.5,24.0,10133.40333
2006-01-14,14.0,23.8,10236.615
2006-01-14,14.5,23.55,10358.893329999999
2006-01-14,15.0,23.3,10466.14167
2006-01-14,15.5,23.3,10567.005
2006-01-14,16.0,23.3,10652.518329999999
2006-01-14,16.5,23.1,10531.83167
2006-01-14,17.0,22.9,10495.686670000001
2006-01-14,17.5,22.5,10341.88333
2006-01-14,18.0,22.1,10080.856670000001
2006-01-14,18.5,22.0,9793.295
2006-01-14,19.0,21.9,9547.13333
2006-01-14,19.5,21.7,9528.29
2006-01-14,20.0,21.5,9508.77333
2006-01-14,20.5,21.55,9210.94333
2006-01-14,21.0,21.6,8924.901670000001
2006-01-14,21.5,21.6,8844.21833
2006-01-14,22.0,21.6,8553.355
2006-01-14,22.5,21.45,8442.526670000001
2006-01-14,23.0,21.3,8106.876670000001
2006-01-14,23.5,21.15,7823.993329999999
2006-01-15,0.0,21.0,7550.03667
2006-01-15,0.5,20.65,7305.35
2006-01-15,1.0,20.3,7060.81167
2006-01-15,1.5,20.25,6753.265
2006-01-15,2.0,20.2,6505.176670000001
2006-01-15,2.5,20.2,6305.635
2006-01-15,3.0,20.2,6250.31167
2006-01-15,3.5,20.45,6132.56833
2006-01-15,4.0,20.7,6044.62167
2006-01-15,4.5,21.0,6119.405
2006-01-15,5.0,21.3,6260.285
2006-01-15,5.5,21.0,6340.07
2006-01-15,6.0,20.7,6358.216670000001
2006-01-15,6.5,21.0,6586.89333
2006-01-15,7.0,21.3,6799.04
2006-01-15,7.5,21.3,7198.61333
2006-01-15,8.0,21.3,7511.251670000001
2006-01-15,8.5,21.8,7818.1666700000005
2006-01-15,9.0,22.3,7994.453329999999
2006-01-15,9.5,22.5,8201.11333
2006-01-15,10.0,22.7,8295.348329999999
2006-01-15,10.5,23.5,8337.401670000001
2006-01-15,11.0,24.3,8337.635
2006-01-15,11.5,24.45,8393.515
2006-01-15,12.0,24.6,8401.52833
2006-01-15,12.5,24.95,8389.80167
2006-01-15,13.0,25.3,8328.87667
2006-01-15,13.5,25.15,8360.94
2006-01-15,14.0,25.0,8288.55833
2006-01-15,14.5,25.05,8323.856670000001
2006-01-15,15.0,25.1,8347.81833
2006-01-15,15.5,24.85,8294.12833
2006-01-15,16.0,24.6,8332.12667
2006-01-15,16.5,24.3,8288.80167
2006-01-15,17.0,24.0,8390.643329999999
2006-01-15,17.5,23.8,8455.9
2006-01-15,18.0,23.6,8467.785
2006-01-15,18.5,23.4,8401.688329999999
2006-01-15,19.0,23.2,8361.36333
2006-01-15,19.5,23.35,8412.895
2006-01-15,20.0,23.5,8478.99333
2006-01-15,20.5,23.4,8277.07333
2006-01-15,21.0,23.3,8106.926670000001
2006-01-15,21.5,23.2,8060.966670000001
2006-01-15,22.0,23.1,7884.015
2006-01-15,22.5,22.95,7820.176670000001
2006-01-15,23.0,22.8,7521.4566700000005
2006-01-15,23.5,22.65,7332.04833
2006-01-20,0.0,21.4,7845.31833
2006-01-20,0.5,21.2,7582.775
2006-01-20,1.0,21.0,7336.31167
2006-01-20,1.5,21.0,6998.79833
2006-01-20,2.0,21.0,6675.615
2006-01-20,2.5,21.05,6449.89667
2006-01-20,3.0,21.1,6388.248329999999
2006-01-20,3.5,20.95,6319.94
2006-01-20,4.0,20.8,6390.40667
2006-01-20,4.5,20.8,6543.63333
2006-01-20,5.0,20.8,6830.55833
2006-01-20,5.5,20.85,7258.81667
2006-01-20,6.0,20.9,7820.56
2006-01-20,6.5,21.15,8217.25667
2006-01-20,7.0,21.40000001,8671.59167
2006-01-20,7.5,22.4,9063.45333
2006-01-20,8.0,23.4,9297.48667
2006-01-20,8.5,24.4,9670.38833
2006-01-20,9.0,25.4,9809.688329999999
2006-01-20,9.5,26.45,9906.20167
2006-01-20,10.0,27.5,9919.21333
2006-01-20,10.5,27.5,9951.53667
2006-01-20,11.0,27.5,9970.946670000001
2006-01-20,11.5,27.25,9907.695
2006-01-20,12.0,27.0,9886.675
2006-01-20,12.5,27.2,9890.745
2006-01-20,13.0,27.4,9849.195
2006-01-20,13.5,27.15,9813.17333
2006-01-20,14.0,26.9,9809.39667
2006-01-20,14.5,26.85,9825.27
2006-01-20,15.0,26.8,9849.94
2006-01-20,15.5,26.75,9917.79833
2006-01-20,16.0,26.7,9953.95333
2006-01-20,16.5,26.9,9848.62167
2006-01-20,17.0,27.1,9676.105
2006-01-20,17.5,26.65,9343.67167
2006-01-20,18.0,26.2,9205.72667
2006-01-20,18.5,25.55,8988.58
2006-01-20,19.0,24.9,8817.84667
2006-01-20,19.5,24.55,8851.19333
2006-01-20,20.0,24.2,8906.22833
2006-01-20,20.5,23.95,8747.46667
2006-01-20,21.0,23.7,8509.23333
2006-01-20,21.5,23.6,8598.606670000001
2006-01-20,22.0,23.5,8454.66833
2006-01-20,22.5,23.3,8396.60167
2006-01-20,23.0,23.1,8196.69833
2006-01-20,23.5,22.95,8100.395
2006-01-21,0.0,22.8,7882.625
2006-01-21,0.5,22.6,7625.76667
2006-01-21,1.0,22.4,7309.373329999999
2006-01-21,1.5,22.2,7013.868329999999
2006-01-21,2.0,22.0,6612.51667
2006-01-21,2.5,21.85,6451.88
2006-01-21,3.0,21.7,6301.90667
2006-01-21,3.5,21.75,6224.13333
2006-01-21,4.0,21.8,6199.52333
2006-01-21,4.5,21.55,6328.77167
2006-01-21,5.0,21.3,6362.915
2006-01-21,5.5,21.25,6540.52167
2006-01-21,6.0,21.2,6729.46333
2006-01-21,6.5,21.55,7027.22
2006-01-21,7.0,21.9,7443.98167
2006-01-21,7.5,22.65,7935.205
2006-01-21,8.0,23.4,8387.07833
2006-01-21,8.5,24.7,8799.82333
2006-01-21,9.0,26.0,9025.12167
2006-01-21,9.5,26.35,9225.24167
2006-01-21,10.0,26.7,9362.37167
2006-01-21,10.5,26.75,9513.61833
2006-01-21,11.0,26.8,9622.42
2006-01-21,11.5,27.1,9612.35
2006-01-21,12.0,27.4,9808.22667
2006-01-21,12.5,27.55,9912.73833
2006-01-21,13.0,27.7,9960.13333
2006-01-21,13.5,27.7,10083.98333
2006-01-21,14.0,27.7,10161.688329999999
2006-01-21,14.5,27.45,10303.731670000001
2006-01-21,15.0,27.2,10428.50333
2006-01-21,15.5,27.3,10485.17667
2006-01-21,16.0,27.4,10521.93167
2006-01-21,16.5,27.0,10470.92333
2006-01-21,17.0,26.6,10434.58
2006-01-21,17.5,26.2,10239.08
2006-01-21,18.0,25.8,10089.88167
2006-01-21,18.5,25.0,9905.395
2006-01-21,19.0,24.2,9778.23333
2006-01-21,19.5,23.95,9650.69167
2006-01-21,20.0,23.7,9764.20667
2006-01-21,20.5,23.65,9501.8
2006-01-21,21.0,23.6,9258.88333
2006-01-21,21.5,23.55,9114.20167
2006-01-21,22.0,23.5,8867.76167
2006-01-21,22.5,23.3,8728.47833
2006-01-21,23.0,23.1,8293.14167
2006-01-21,23.5,22.95,8010.435
2006-01-22,0.0,22.8,7724.04
2006-01-22,0.5,22.65,7443.365
2006-01-22,1.0,22.5,7238.99
2006-01-22,1.5,22.3,6896.11167
2006-01-22,2.0,22.1,6605.11
2006-01-22,2.5,22.0,6453.82
2006-01-22,3.0,21.9,6342.881670000001
2006-01-22,3.5,21.85,6259.67333
2006-01-22,4.0,21.8,6261.10833
2006-01-22,4.5,21.8,6326.88833
2006-01-22,5.0,21.8,6344.635
2006-01-22,5.5,21.85,6380.08
2006-01-22,6.0,21.9,6470.435
2006-01-22,6.5,22.5,6701.505
2006-01-22,7.0,23.1,7044.16
2006-01-22,7.5,23.85,7510.4183299999995
2006-01-22,8.0,24.6,7910.64667
2006-01-22,8.5,25.3,8447.45333
2006-01-22,9.0,26.0,8799.401670000001
2006-01-22,9.5,26.05,9166.78167
2006-01-22,10.0,26.1,9417.48833
2006-01-22,10.5,26.55,9704.73833
2006-01-22,11.0,27.0,9891.39167
2006-01-22,11.5,26.65,10065.145
2006-01-22,12.0,26.3,10217.65333
2006-01-22,12.5,26.3,10266.085
2006-01-22,13.0,26.3,10337.7
2006-01-22,13.5,26.7,10317.33167
2006-01-22,14.0,27.1,10407.695
2006-01-22,14.5,27.15,10453.89833
2006-01-22,15.0,27.2,10510.95667
2006-01-22,15.5,27.25,10478.66667
2006-01-22,16.0,27.3,10510.475
2006-01-22,16.5,26.75,10444.975
2006-01-22,17.0,26.2,10434.13667
2006-01-22,17.5,26.05,10385.96
2006-01-22,18.0,25.9,10287.18
2006-01-22,18.5,25.5,10087.74667
2006-01-22,19.0,25.1,9905.125
2006-01-22,19.5,25.0,9830.16833
2006-01-22,20.0,24.9,9960.945
2006-01-22,20.5,24.5,9727.41333
2006-01-22,21.0,24.1,9411.65333
2006-01-22,21.5,23.95,9196.595
2006-01-22,22.0,23.8,8779.606670000001
2006-01-22,22.5,23.65,8544.81833
2006-01-22,23.0,23.5,8147.83833
2006-01-22,23.5,23.35,7885.31833
2006-01-27,0.0,22.7,7829.22667
2006-01-27,0.5,22.6,7578.51667
2006-01-27,1.0,22.5,7347.725
2006-01-27,1.5,22.4,7006.828329999999
2006-01-27,2.0,22.3,6767.546670000001
2006-01-27,2.5,22.2,6523.86
2006-01-27,3.0,22.1,6471.68333
2006-01-27,3.5,22.05,6412.551670000001
2006-01-27,4.0,22.0,6501.76667
2006-01-27,4.5,22.0,6702.475
2006-01-27,5.0,22.0,6908.18
2006-01-27,5.5,22.1,7401.49667
2006-01-27,6.0,22.2,7812.85
2006-01-27,6.5,22.9,8283.66
2006-01-27,7.0,23.6,8720.335
2006-01-27,7.5,24.3,9153.76
2006-01-27,8.0,25.0,9513.51167
2006-01-27,8.5,25.75,9965.62667
2006-01-27,9.0,26.5,10117.30667
2006-01-27,9.5,27.05,10344.185
2006-01-27,10.0,27.6,10554.395
2006-01-27,10.5,27.65,10722.34
2006-01-27,11.0,27.7,10896.78
2006-01-27,11.5,27.35,11060.035
2006-01-27,12.0,27.0,11251.98333
2006-01-27,12.5,27.25,11426.865
2006-01-27,13.0,27.5,11551.28833
2006-01-27,13.5,27.6,11740.89167
2006-01-27,14.0,27.7,11832.90833
2006-01-27,14.5,27.6,11929.07
2006-01-27,15.0,27.5,11938.23667
2006-01-27,15.5,27.25,11929.66
2006-01-27,16.0,27.0,11952.9
2006-01-27,16.5,26.65,11682.29333
2006-01-27,17.0,26.3,11447.89833
2006-01-27,17.5,25.95,10982.82667
2006-01-27,18.0,25.6,10704.68
2006-01-27,18.5,24.95,10283.84167
2006-01-27,19.0,24.3,10126.768329999999
2006-01-27,19.5,24.05,9979.705
2006-01-27,20.0,23.8,10042.985
2006-01-27,20.5,23.65,9762.29833
2006-01-27,21.0,23.5,9476.06
2006-01-27,21.5,23.45,9390.94833
2006-01-27,22.0,23.4,9117.63333
2006-01-27,22.5,23.35,9029.37333
2006-01-27,23.0,23.3,8698.83667
2006-01-27,23.5,23.25,8392.04167
2006-01-28,0.0,23.2,8105.82667
2006-01-28,0.5,22.95,7759.0816700000005
2006-01-28,1.0,22.7,7527.23667
2006-01-28,1.5,22.55,7104.505
2006-01-28,2.0,22.4,6772.16167
2006-01-28,2.5,22.15,6523.75333
2006-01-28,3.0,21.9,6431.211670000001
2006-01-28,3.5,21.45,6389.71833
2006-01-28,4.0,21.0,6393.20167
2006-01-28,4.5,20.9,6434.485
2006-01-28,5.0,20.8,6563.788329999999
2006-01-28,5.5,20.8,6659.72833
2006-01-28,6.0,20.8,6849.92
2006-01-28,6.5,21.15,7146.03667
2006-01-28,7.0,21.50000001,7583.50333
2006-01-28,7.5,22.6,8008.948329999999
2006-01-28,8.0,23.7,8456.38167
2006-01-28,8.5,25.15,8942.80167
2006-01-28,9.0,26.6,9184.86
2006-01-28,9.5,26.85,9406.643329999999
2006-01-28,10.0,27.1,9476.24833
2006-01-28,10.5,27.4,9590.82833
2006-01-28,11.0,27.7,9683.62333
2006-01-28,11.5,27.75,9775.365
2006-01-28,12.0,27.8,9805.57667
2006-01-28,12.5,28.15,9879.73
2006-01-28,13.0,28.49999999,9891.71333
2006-01-28,13.5,27.55,9891.645
2006-01-28,14.0,26.6,9891.05833
2006-01-28,14.5,26.8,9911.625
2006-01-28,15.0,27.0,9995.32
2006-01-28,15.5,26.95,9993.23667
2006-01-28,16.0,26.9,10059.303329999999
2006-01-28,16.5,26.5,9912.25167
2006-01-28,17.0,26.1,9814.05667
2006-01-28,17.5,25.65,9650.67
2006-01-28,18.0,25.2,9459.09167
2006-01-28,18.5,24.65,9277.985
2006-01-28,19.0,24.1,9005.89167
2006-01-28,19.5,23.85,9004.97833
2006-01-28,20.0,23.6,9114.25833
2006-01-28,20.5,23.55,8940.938329999999
2006-01-28,21.0,23.5,8689.87167
2006-01-28,21.5,23.35,8595.95667
2006-01-28,22.0,23.2,8449.49833
2006-01-28,22.5,23.0,8321.21
2006-01-28,23.0,22.8,7974.495
2006-01-28,23.5,22.35,7818.175
2006-01-29,0.0,21.9,7531.78
2006-01-29,0.5,21.9,7292.56
2006-01-29,1.0,21.9,7016.375
2006-01-29,1.5,21.55,6777.47833
2006-01-29,2.0,21.2,6464.506670000001
2006-01-29,2.5,20.9,6372.13667
2006-01-29,3.0,20.6,6277.74
2006-01-29,3.5,20.45,6198.631670000001
2006-01-29,4.0,20.3,6177.64
2006-01-29,4.5,20.15,6238.0433299999995
2006-01-29,5.0,20.0,6279.37
2006-01-29,5.5,20.0,6294.48333
2006-01-29,6.0,20.0,6371.50833
2006-01-29,6.5,20.6,6593.17833
2006-01-29,7.0,21.20000001,6939.23833
2006-01-29,7.5,22.2,7354.7933299999995
2006-01-29,8.0,23.2,7689.12167
2006-01-29,8.5,24.8,8090.19333
2006-01-29,9.0,26.4,8335.55667
2006-01-29,9.5,26.9,8484.49
2006-01-29,10.0,27.4,8701.88667
2006-01-29,10.5,27.6,8918.58
2006-01-29,11.0,27.8,8987.78167
2006-01-29,11.5,27.8,9099.97667
2006-01-29,12.0,27.8,9130.62833
2006-01-29,12.5,27.75,9216.95833
2006-01-29,13.0,27.7,9295.50667
2006-01-29,13.5,27.55,9371.348329999999
2006-01-29,14.0,27.4,9513.49
2006-01-29,14.5,26.95,9573.01167
2006-01-29,15.0,26.5,9712.96667
2006-01-29,15.5,26.6,9774.58167
2006-01-29,16.0,26.7,9810.245
2006-01-29,16.5,27.0,9769.08333
2006-01-29,17.0,27.3,9737.62333
2006-01-29,17.5,26.65,9698.555
2006-01-29,18.0,26.0,9578.775
2006-01-29,18.5,25.5,9471.205
2006-01-29,19.0,25.0,9208.81
2006-01-29,19.5,24.7,9206.37333
2006-01-29,20.0,24.4,9334.66833
2006-01-29,20.5,24.15,9187.995
2006-01-29,21.0,23.9,8899.18333
2006-01-29,21.5,24.0,8768.775
2006-01-29,22.0,24.1,8479.13667
2006-01-29,22.5,24.15,8305.12167
2006-01-29,23.0,24.2,7937.426670000001
2006-01-29,23.5,23.2,7626.51667
2006-02-03,0.0,21.4,8311.595
2006-02-03,0.5,21.5,7992.435
2006-02-03,1.0,21.6,7748.93833
2006-02-03,1.5,21.55,7399.245
2006-02-03,2.0,21.5,7090.381670000001
2006-02-03,2.5,21.45,6924.645
2006-02-03,3.0,21.4,6825.06667
2006-02-03,3.5,21.4,6776.12167
2006-02-03,4.0,21.4,6871.99667
2006-02-03,4.5,21.3,7101.203329999999
2006-02-03,5.0,21.2,7428.051670000001
2006-02-03,5.5,21.35,8009.376670000001
2006-02-03,6.0,21.5,8582.66
2006-02-03,6.5,21.55,9018.35
2006-02-03,7.0,21.6,9475.77167
2006-02-03,7.5,21.25,9730.02833
2006-02-03,8.0,20.9,9950.95333
2006-02-03,8.5,21.3,10165.37333
2006-02-03,9.0,21.7,10318.71333
2006-02-03,9.5,21.9,10378.54667
2006-02-03,10.0,22.1,10420.99667
2006-02-03,10.5,22.2,10457.87667
2006-02-03,11.0,22.3,10521.75833
2006-02-03,11.5,22.3,10459.09667
2006-02-03,12.0,22.3,10547.518329999999
2006-02-03,12.5,22.25,10580.075
2006-02-03,13.0,22.2,10674.605
2006-02-03,13.5,22.35,10715.71
2006-02-03,14.0,22.5,10789.89667
2006-02-03,14.5,22.55,10731.50167
2006-02-03,15.0,22.6,10788.428329999999
2006-02-03,15.5,22.6,10777.67667
2006-02-03,16.0,22.6,10742.45
2006-02-03,16.5,22.6,10593.32
2006-02-03,17.0,22.6,10390.2
2006-02-03,17.5,22.45,10057.195
2006-02-03,18.0,22.3,9940.78167
2006-02-03,18.5,22.2,9694.85333
2006-02-03,19.0,22.1,9620.28333
2006-02-03,19.5,22.1,9614.08333
2006-02-03,20.0,22.1,9631.348329999999
2006-02-03,20.5,21.8,9279.84667
2006-02-03,21.0,21.5,9001.143329999999
2006-02-03,21.5,21.2,9055.188329999999
2006-02-03,22.0,20.9,8802.965
2006-02-03,22.5,21.0,8729.29
2006-02-03,23.0,21.1,8471.47
2006-02-03,23.5,20.7,8254.735
2006-02-04,0.0,20.3,7944.60333
2006-02-04,0.5,20.15,7714.52
2006-02-04,1.0,20.0,7391.425
2006-02-04,1.5,19.8,7038.31167
2006-02-04,2.0,19.6,6748.85
2006-02-04,2.5,19.35,6492.92333
2006-02-04,3.0,19.1,6409.43833
2006-02-04,3.5,19.1,6375.953329999999
2006-02-04,4.0,19.1,6373.198329999999
2006-02-04,4.5,19.05,6459.73333
2006-02-04,5.0,19.0,6576.19
2006-02-04,5.5,18.85,6770.461670000001
2006-02-04,6.0,18.7,6947.52333
2006-02-04,6.5,19.1,7209.535
2006-02-04,7.0,19.5,7656.2
2006-02-04,7.5,20.3,7998.605
2006-02-04,8.0,21.1,8416.88667
2006-02-04,8.5,22.15,8790.57667
2006-02-04,9.0,23.2,8911.00667
2006-02-04,9.5,23.4,9027.94
2006-02-04,10.0,23.6,9003.85
2006-02-04,10.5,24.3,8997.585
2006-02-04,11.0,25.0,8955.313329999999
2006-02-04,11.5,24.75,8860.745
2006-02-04,12.0,24.5,8774.16
2006-02-04,12.5,24.55,8712.54833
2006-02-04,13.0,24.60000001,8598.40667
2006-02-04,13.5,25.65,8618.82833
2006-02-04,14.0,26.7,8529.64167
2006-02-04,14.5,26.55,8516.15333
2006-02-04,15.0,26.4,8481.145
2006-02-04,15.5,26.8,8539.178329999999
2006-02-04,16.0,27.2,8593.33833
2006-02-04,16.5,26.8,8498.04667
2006-02-04,17.0,26.4,8525.33667
2006-02-04,17.5,25.3,8527.061670000001
2006-02-04,18.0,24.2,8521.678329999999
2006-02-04,18.5,23.75,8414.955
2006-02-04,19.0,23.3,8348.76167
2006-02-04,19.5,23.3,8373.78333
2006-02-04,20.0,23.3,8411.40667
2006-02-04,20.5,23.1,8198.52833
